user_id,age,gender,region,plan,device_type,preferred_genre,payment_method,ad_type,auto_renew,discount_used,monthly_charge,months_subscribed,watch_time_per_day,total_watch_hours,binge_score,complaints,support_calls,rating,reviews_written,peak_hours,joined_date,last_active_date,churn
U868817,55,Male,Tier-3,Premium,Smart TV,Action,Wallet,Non-Skippable Ads,0,1,599,8,2.381687487159201,71.45,0.24,0,0,3.3,0,Afternoon,2024-12-25,2025-09-03,0
U428423,57,Male,Metro,Premium,Mobile,Documentary,Credit Card,Skippable Ads,0,0,599,6,2.620919068647537,78.63,0.06,0,0,5.0,1,Late Night,2024-07-09,2025-01-15,0
U686189,43,Male,Tier-2,Basic,Tablet,Horror,Net Banking,Skippable Ads,1,0,199,12,3.714706181959648,111.44,0.12,2,0,3.2,1,Late Night,2023-01-15,2024-01-10,0
U787184,25,Female,North,Premium,Mobile,Romance,Gift Code,Skippable Ads,1,0,599,2,3.2798811925544937,98.4,0.25,2,1,3.5,2,Evening,2023-04-05,2023-06-30,0
U595852,30,Other,Metro,Standard,Smart TV,Action,Net Banking,Non-Skippable Ads,1,0,399,11,3.0654282680942195,91.96,0.11,0,1,1.6,1,Evening,2024-11-26,2025-10-30,0
U656212,31,Male,South,Basic,Mobile,Drama,UPI,Non-Skippable Ads,1,1,199,3,2.209692416624254,66.29,0.03,0,0,4.2,0,Late Night,2024-08-08,2024-11-08,0
U301052,63,Male,Metro,Standard,Laptop,Thriller,Debit Card,Skippable Ads,1,0,399,9,1.5502862799433303,46.51,0.09,2,0,3.0,0,Late Night,2024-08-08,2025-05-11,0
U622647,60,Male,North,Basic,Smart TV,Horror,Debit Card,Non-Skippable Ads,0,0,199,9,2.678522964785425,80.36,0.06,1,0,4.2,1,Late Night,2023-05-09,2024-02-18,0
U132667,50,Male,Tier-2,Basic,Laptop,Action,Net Banking,No Ads,1,1,199,11,1.6960964826157512,50.88,0.11,1,0,3.8,1,Evening,2023-01-13,2023-12-31,0
U704315,34,Female,Tier-3,Basic,Mobile,Comedy,Wallet,No Ads,1,1,199,10,1.3157377448903493,39.47,0.03,0,0,1.7,0,Morning,2024-04-05,2025-02-26,0
U428154,17,Male,North,Premium,Mobile,Documentary,Debit Card,No Ads,1,0,599,11,2.830029804479926,84.9,0.03,1,0,3.1,0,Evening,2024-02-02,2025-01-08,0
U558163,51,Female,North,Premium,Mobile,Documentary,Net Banking,Non-Skippable Ads,1,0,599,7,1.4072795477463598,42.22,0.02,0,2,3.7,0,Morning,2023-02-22,2023-09-20,0
U644450,35,Male,Tier-3,Standard,Mobile,Romance,Gift Code,Skippable Ads,1,0,399,6,1.9565102429719767,58.7,0.01,2,1,3.9,0,Evening,2025-01-15,2025-08-12,0
U354433,44,Male,East,Basic,Mobile,Sci-Fi,Debit Card,Skippable Ads,0,0,199,3,1.448167198170744,43.45,0.05,0,0,2.3,0,Evening,2025-02-02,2025-05-23,0
U974210,34,Female,South,Basic,Mobile,Romance,UPI,Non-Skippable Ads,1,0,199,6,1.9077910324446228,57.23,0.07,0,0,3.4,0,Morning,2025-03-10,2025-09-30,1
U638517,35,Male,East,Standard,Smart TV,Horror,Credit Card,Skippable Ads,0,1,399,7,1.9441571907843787,58.32,0.09,0,0,2.4,0,Afternoon,2024-08-02,2025-03-08,0
U715292,53,Male,Tier-2,Basic,Laptop,Horror,Wallet,No Ads,1,1,199,10,2.2020223196107334,66.06,0.14,0,0,2.7,0,Evening,2023-03-31,2024-02-01,0
U869562,41,Female,Tier-3,Standard,Mobile,Thriller,UPI,No Ads,1,0,399,10,1.782414414317572,53.47,0.08,1,0,5.0,0,Evening,2024-02-21,2025-01-13,0
U789495,50,Male,Tier-3,Standard,Laptop,Thriller,Net Banking,Non-Skippable Ads,0,0,399,1,1.7742793368630494,53.23,0.16,0,0,2.4,0,Evening,2023-02-05,2023-03-15,0
U452370,23,Female,West,Basic,Laptop,Thriller,Net Banking,Skippable Ads,0,0,199,1,1.591072378572501,47.73,0.04,0,0,4.9,1,Evening,2025-01-07,2025-02-13,0
U439235,54,Male,Tier-2,Standard,Smart TV,Drama,Wallet,Skippable Ads,1,0,399,7,3.2755364041872035,98.27,0.28,0,0,5.0,2,Afternoon,2023-09-25,2024-04-24,0
U341785,54,Male,South,Standard,Laptop,Horror,Gift Code,Skippable Ads,1,0,399,6,2.884760838132964,86.54,0.08,0,1,4.3,0,Evening,2023-12-20,2024-07-06,0
U483095,33,Male,Tier-2,Basic,Laptop,Documentary,Gift Code,Skippable Ads,1,1,199,5,2.450003791113504,73.5,0.13,0,0,3.5,2,Evening,2024-10-19,2025-04-16,0
U962711,24,Male,Tier-3,Standard,Laptop,Thriller,Debit Card,Skippable Ads,1,0,399,3,2.142376207599874,64.27,0.16,0,0,3.6,1,Evening,2023-04-23,2023-08-13,0
U293416,16,Male,Tier-3,Premium,Laptop,Comedy,Wallet,Skippable Ads,1,1,599,1,4.081690674385974,122.45,0.08,1,0,3.6,1,Late Night,2024-11-15,2025-01-02,0
U558562,26,Male,Tier-2,Premium,Laptop,Horror,Wallet,Skippable Ads,1,0,599,1,2.415290154135463,72.46,0.04,0,0,1.0,2,Late Night,2022-09-27,2022-11-09,1
U108884,32,Male,South,Basic,Tablet,Action,Wallet,Skippable Ads,1,0,199,1,2.9530090420198585,88.59,0.11,0,0,3.4,1,Late Night,2023-03-15,2023-04-20,0
U526639,21,Male,West,Basic,Smart TV,Sci-Fi,Net Banking,No Ads,1,0,199,5,1.971175907111444,59.14,0.04,0,1,2.9,1,Evening,2024-06-29,2024-12-07,1
U159790,53,Male,South,Premium,Tablet,Thriller,Wallet,No Ads,1,0,599,11,2.6841199516627525,80.52,0.05,0,0,4.7,0,Morning,2023-09-14,2024-08-10,0
U215341,65,Female,Metro,Standard,Mobile,Romance,UPI,No Ads,0,0,399,1,3.2475690341037406,97.43,0.21,0,0,3.0,1,Evening,2023-01-01,2023-02-15,0
U871523,19,Male,Metro,Basic,Mobile,Drama,Net Banking,No Ads,1,0,199,1,0.4985800414463968,14.96,0.01,0,0,4.5,0,Evening,2022-11-25,2023-01-20,1
U390470,46,Male,East,Basic,Mobile,Action,Wallet,Non-Skippable Ads,0,1,199,2,1.4118230331611155,42.35,0.13,0,0,2.8,1,Evening,2023-08-14,2023-10-20,0
U554563,48,Female,Tier-3,Basic,Mobile,Sci-Fi,UPI,No Ads,0,0,199,5,1.815776562133499,54.47,0.05,3,0,4.0,2,Morning,2024-01-07,2024-06-24,0
U621044,21,Female,South,Standard,Smart TV,Thriller,Debit Card,Skippable Ads,1,1,399,7,0.9348854752868347,28.05,0.06,0,0,3.7,0,Late Night,2025-03-05,2025-10-05,1
U633004,47,Other,East,Premium,Laptop,Action,Debit Card,Skippable Ads,1,1,599,6,3.2467274572669904,97.4,0.22,0,0,2.7,0,Late Night,2023-07-11,2024-01-14,0
U366561,22,Male,Metro,Standard,Mobile,Drama,UPI,Non-Skippable Ads,1,1,399,6,3.0243174959638077,90.73,0.37,0,0,3.0,0,Late Night,2025-02-20,2025-08-21,0
U272031,62,Male,South,Premium,Laptop,Horror,Gift Code,Skippable Ads,1,0,599,9,3.029567807871885,90.89,0.14,0,0,2.9,1,Late Night,2023-05-02,2024-02-07,1
U243665,62,Male,Metro,Standard,Laptop,Thriller,Credit Card,No Ads,0,1,399,9,0.2,6.0,0.01,0,0,3.8,0,Evening,2023-04-15,2024-01-14,0
U824131,68,Male,West,Standard,Mobile,Comedy,UPI,Non-Skippable Ads,0,1,399,6,3.1285088405993577,93.86,0.11,0,0,4.3,0,Late Night,2024-01-03,2024-07-05,0
U838955,44,Male,Metro,Standard,Smart TV,Horror,UPI,Non-Skippable Ads,1,0,399,4,1.269128465484003,38.07,0.06,0,2,3.4,1,Morning,2023-08-07,2023-12-08,0
U315219,21,Female,South,Standard,Smart TV,Documentary,Debit Card,Skippable Ads,0,1,399,3,1.3944645806668148,41.83,0.12,0,0,3.4,1,Evening,2023-01-12,2023-04-13,1
U926625,49,Male,East,Basic,Mobile,Action,Wallet,No Ads,1,0,199,9,1.5678293070947416,47.03,0.12,0,0,4.6,0,Late Night,2024-08-19,2025-05-20,0
U993902,30,Male,Metro,Standard,Mobile,Drama,Net Banking,Non-Skippable Ads,0,0,399,11,2.181737176878124,65.45,0.12,0,1,4.7,1,Afternoon,2022-12-19,2023-12-01,0
U144121,61,Female,Tier-2,Basic,Mobile,Action,UPI,Non-Skippable Ads,1,1,199,2,1.676413176838758,50.29,0.1,0,0,2.8,2,Afternoon,2024-11-15,2025-01-30,0
U111142,35,Male,North,Basic,Tablet,Comedy,Credit Card,No Ads,1,0,199,4,2.1679899220473335,65.04,0.11,0,0,3.0,0,Late Night,2024-08-16,2025-01-03,0
U937961,48,Female,Tier-3,Premium,Mobile,Sci-Fi,Debit Card,Non-Skippable Ads,0,0,599,5,0.5157069838440782,15.47,0.01,0,0,4.2,1,Late Night,2023-03-12,2023-08-24,1
U801283,20,Female,West,Standard,Smart TV,Comedy,Wallet,No Ads,1,1,399,6,2.1379361743624883,64.14,0.23,0,0,4.6,0,Evening,2024-02-04,2024-08-05,0
U327834,30,Male,South,Premium,Smart TV,Sci-Fi,Debit Card,No Ads,1,1,599,1,2.4114998822424205,72.34,0.14,0,2,2.8,2,Evening,2023-11-27,2024-01-06,0
U783911,48,Female,Tier-3,Standard,Mobile,Horror,Debit Card,Skippable Ads,1,1,399,8,0.5201244457879437,15.6,0.04,1,1,1.0,0,Afternoon,2025-02-03,2025-10-06,1
U484996,20,Male,North,Standard,Mobile,Romance,UPI,Non-Skippable Ads,0,0,399,5,1.0706297488665344,32.12,0.07,1,1,2.2,0,Late Night,2022-12-08,2023-05-08,1
U572211,17,Female,Tier-2,Standard,Mobile,Action,Wallet,Non-Skippable Ads,1,0,399,2,2.134661462022806,64.04,0.05,1,1,2.1,1,Afternoon,2024-02-25,2024-05-22,0
U319807,54,Male,West,Standard,Smart TV,Thriller,Gift Code,No Ads,1,0,399,3,2.067024437875919,62.01,0.18,1,0,5.0,1,Late Night,2022-12-14,2023-03-20,1
U539913,61,Female,Metro,Basic,Laptop,Action,Wallet,Skippable Ads,0,0,199,10,2.8994780614904814,86.98,0.05,0,0,1.2,1,Late Night,2023-11-16,2024-10-07,1
U897027,29,Female,East,Basic,Smart TV,Drama,Net Banking,Skippable Ads,0,1,199,10,3.544814919602098,106.34,0.08,0,0,2.4,0,Evening,2024-12-23,2025-11-09,1
U656643,37,Male,East,Premium,Laptop,Action,Credit Card,Skippable Ads,1,1,599,5,1.429317807815616,42.88,0.13,0,0,5.0,1,Evening,2022-10-30,2023-04-08,0
U557582,44,Female,North,Standard,Mobile,Comedy,Credit Card,No Ads,1,0,399,5,2.304352119922185,69.13,0.15,0,0,2.7,1,Evening,2023-06-25,2023-12-02,1
U162018,40,Other,Tier-3,Premium,Laptop,Thriller,Credit Card,No Ads,1,0,599,2,3.488903652559051,104.67,0.28,0,0,3.9,0,Evening,2023-03-08,2023-06-01,1
U769664,28,Female,North,Standard,Mobile,Documentary,UPI,No Ads,1,0,399,5,1.4308895827069144,42.93,0.08,1,0,3.6,0,Late Night,2023-03-07,2023-08-22,0
U722806,60,Female,North,Standard,Set-top Box,Action,Credit Card,Non-Skippable Ads,1,1,399,4,1.3006110275765776,39.02,0.05,0,1,2.3,0,Late Night,2024-07-28,2024-12-21,1
U567578,67,Female,Tier-3,Standard,Tablet,Thriller,Debit Card,No Ads,1,1,399,5,2.33711268050276,70.11,0.15,0,0,3.1,1,Late Night,2024-01-24,2024-07-14,0
U113569,47,Female,North,Premium,Smart TV,Comedy,Gift Code,Skippable Ads,1,1,599,11,2.4688260126405974,74.06,0.08,1,1,5.0,2,Evening,2023-10-10,2024-09-07,0
U414617,29,Female,Tier-3,Basic,Mobile,Drama,UPI,Non-Skippable Ads,0,0,199,7,3.536569117215361,106.1,0.19,0,0,2.3,2,Evening,2023-08-12,2024-03-23,1
U656406,45,Other,Metro,Premium,Mobile,Horror,Credit Card,No Ads,1,0,599,11,2.9397418083745617,88.19,0.21,1,0,2.7,0,Morning,2024-06-12,2025-06-02,1
U221346,58,Male,Tier-3,Basic,Smart TV,Sci-Fi,Debit Card,No Ads,0,0,199,6,0.5743253354784768,17.23,0.01,0,0,4.3,2,Evening,2025-04-01,2025-10-19,1
U621541,31,Male,West,Premium,Mobile,Horror,Credit Card,No Ads,1,0,599,1,2.9544400087207823,88.63,0.16,1,1,5.0,0,Evening,2024-08-24,2024-10-04,1
U763931,31,Female,East,Premium,Smart TV,Romance,Debit Card,No Ads,1,0,599,4,3.297725044027082,98.93,0.26,0,0,3.0,0,Late Night,2022-11-12,2023-03-28,0
U944691,34,Male,West,Standard,Smart TV,Romance,Credit Card,Non-Skippable Ads,1,0,399,4,2.222818327942485,66.68,0.09,0,1,4.1,0,Late Night,2023-12-17,2024-04-21,0
U703862,57,Male,North,Basic,Smart TV,Sci-Fi,Wallet,Non-Skippable Ads,1,0,199,8,3.1283621836594397,93.85,0.26,0,0,5.0,2,Late Night,2024-07-06,2025-03-29,0
U982584,69,Female,East,Basic,Mobile,Drama,Credit Card,No Ads,1,0,199,6,1.2342723452184838,37.03,0.05,2,3,3.9,1,Evening,2024-03-30,2024-09-29,0
U263167,23,Female,Tier-3,Standard,Laptop,Action,Credit Card,No Ads,1,1,399,1,2.552512527007173,76.58,0.23,2,1,4.0,0,Morning,2024-04-15,2024-06-12,1
U465562,41,Female,Metro,Standard,Smart TV,Romance,UPI,Skippable Ads,1,0,399,9,1.7001013806373582,51.0,0.11,1,0,2.0,1,Evening,2024-09-27,2025-07-05,1
U614090,33,Female,East,Standard,Laptop,Comedy,Debit Card,No Ads,1,1,399,5,2.995833899703719,89.88,0.14,0,0,4.1,0,Evening,2023-12-16,2024-05-24,1
U636717,34,Female,Metro,Standard,Tablet,Sci-Fi,Gift Code,No Ads,1,0,399,11,2.3903183676036646,71.71,0.02,0,0,4.5,1,Evening,2023-12-05,2024-10-30,0
U896324,44,Male,South,Basic,Mobile,Sci-Fi,Gift Code,Non-Skippable Ads,1,0,199,8,0.42829415889895595,12.85,0.01,0,0,3.3,0,Late Night,2024-04-27,2025-01-21,1
U655780,46,Female,North,Basic,Mobile,Horror,Credit Card,Non-Skippable Ads,1,1,199,10,3.3916786250171276,101.75,0.14,0,0,4.5,0,Evening,2023-01-10,2023-11-17,0
U837061,58,Male,South,Premium,Tablet,Comedy,Gift Code,Skippable Ads,1,0,599,3,2.5554762796255828,76.66,0.03,0,0,3.2,3,Evening,2024-10-24,2025-02-14,0
U979480,32,Male,West,Basic,Mobile,Thriller,UPI,Non-Skippable Ads,1,1,199,10,1.6292704499219273,48.88,0.04,0,0,4.5,0,Afternoon,2023-06-28,2024-05-01,0
U452384,37,Female,Tier-3,Basic,Set-top Box,Drama,Gift Code,Non-Skippable Ads,1,0,199,3,0.28131194253481895,8.44,0.01,1,0,2.5,0,Late Night,2024-01-29,2024-05-04,1
U689621,39,Male,East,Standard,Laptop,Action,Credit Card,Non-Skippable Ads,0,0,399,7,2.3028253505886616,69.08,0.11,0,0,4.5,2,Late Night,2024-12-23,2025-08-17,0
U292288,53,Female,East,Premium,Tablet,Action,Gift Code,Skippable Ads,1,0,599,6,1.5297721498443964,45.89,0.1,0,0,2.6,1,Evening,2023-11-19,2024-06-12,0
U161960,44,Male,Metro,Standard,Smart TV,Documentary,UPI,No Ads,0,1,399,10,2.5269492510379052,75.81,0.07,0,0,1.7,2,Late Night,2022-10-19,2023-09-07,0
U558387,66,Female,West,Basic,Laptop,Comedy,Credit Card,No Ads,1,1,199,2,2.4267177244347686,72.8,0.04,1,1,4.6,0,Evening,2024-04-01,2024-06-25,0
U976705,60,Female,East,Basic,Smart TV,Sci-Fi,UPI,No Ads,1,1,199,10,2.284749516122558,68.54,0.05,1,2,5.0,2,Evening,2024-05-27,2025-03-31,0
U308870,48,Female,Metro,Basic,Mobile,Documentary,Wallet,No Ads,0,0,199,2,1.9026253826671,57.08,0.09,1,0,2.1,0,Evening,2022-11-30,2023-02-02,1
U757111,56,Other,Tier-3,Premium,Smart TV,Comedy,Credit Card,Skippable Ads,1,0,599,11,3.0733836559236902,92.2,0.2,0,0,3.6,0,Late Night,2024-05-03,2025-04-12,1
U342175,23,Female,South,Premium,Mobile,Thriller,Wallet,Non-Skippable Ads,1,0,599,9,2.6726072864594586,80.18,0.2,1,0,3.8,0,Evening,2023-02-01,2023-11-12,0
U609777,31,Female,Metro,Standard,Smart TV,Sci-Fi,Wallet,Non-Skippable Ads,0,0,399,12,1.024029015375287,30.72,0.06,0,1,1.7,2,Afternoon,2023-12-03,2024-11-28,1
U329524,17,Male,Tier-3,Basic,Mobile,Drama,Net Banking,No Ads,1,1,199,1,0.8974710967077608,26.92,0.02,0,0,2.6,2,Evening,2023-02-25,2023-04-13,1
U774011,69,Female,North,Standard,Tablet,Sci-Fi,Wallet,No Ads,0,0,399,5,1.712165303192665,51.36,0.09,1,1,3.9,0,Evening,2024-12-30,2025-06-16,0
U334577,42,Male,West,Standard,Mobile,Romance,Net Banking,No Ads,1,1,399,3,2.1799890725224715,65.4,0.1,1,0,3.3,0,Evening,2022-09-15,2022-12-29,0
U825607,61,Male,North,Basic,Mobile,Horror,Credit Card,Skippable Ads,1,0,199,6,1.1687693508597625,35.06,0.03,1,0,5.0,1,Afternoon,2025-03-25,2025-09-27,0
U274170,55,Male,Metro,Premium,Laptop,Drama,Wallet,Non-Skippable Ads,0,0,599,4,1.6482952928402679,49.45,0.11,1,0,4.3,1,Evening,2023-05-16,2023-10-03,0
U569116,21,Female,North,Standard,Smart TV,Comedy,Wallet,Skippable Ads,1,0,399,5,2.099902352096644,63.0,0.12,0,0,3.4,0,Morning,2022-12-24,2023-06-06,0
U958660,60,Female,Metro,Standard,Laptop,Thriller,Debit Card,No Ads,1,1,399,10,2.9903897224161717,89.71,0.19,0,0,3.7,0,Evening,2024-01-02,2024-11-14,0
U793942,30,Female,Metro,Premium,Laptop,Horror,UPI,Skippable Ads,0,0,599,5,2.7076960636695913,81.23,0.02,0,0,3.1,0,Evening,2024-05-08,2024-10-12,1
U923082,66,Female,Tier-2,Standard,Tablet,Sci-Fi,Credit Card,Non-Skippable Ads,1,0,399,11,2.485275889163251,74.56,0.3,1,0,4.6,2,Evening,2023-02-01,2024-01-19,0
U289613,30,Female,Tier-2,Standard,Smart TV,Romance,Net Banking,Skippable Ads,1,0,399,7,2.9506765035784084,88.52,0.11,0,0,3.3,0,Evening,2024-10-23,2025-06-04,0
U132479,35,Female,South,Basic,Mobile,Romance,Credit Card,Skippable Ads,0,1,199,11,0.6808815662815464,20.43,0.06,0,0,3.0,0,Evening,2023-06-29,2024-06-02,1
U819909,55,Female,West,Premium,Laptop,Horror,Wallet,No Ads,1,0,599,8,3.7909273712032556,113.73,0.2,0,1,3.7,2,Evening,2024-04-22,2025-01-15,0
U634581,63,Female,East,Basic,Mobile,Drama,Debit Card,Skippable Ads,1,1,199,7,2.0856419142922027,62.57,0.04,2,3,2.2,3,Late Night,2024-06-26,2025-02-01,1
U822218,21,Female,North,Standard,Laptop,Drama,Gift Code,Non-Skippable Ads,1,0,399,1,3.0817695707969026,92.45,0.14,0,0,4.4,0,Late Night,2023-03-24,2023-05-17,0
U103341,68,Male,Metro,Basic,Mobile,Documentary,UPI,Skippable Ads,0,1,199,6,2.5076627555880218,75.23,0.06,0,0,3.8,0,Evening,2024-02-23,2024-08-23,1
U419276,52,Other,West,Basic,Smart TV,Drama,Credit Card,No Ads,1,0,199,4,1.6662307287885396,49.99,0.06,0,0,3.8,1,Morning,2024-12-01,2025-04-18,0
U144355,39,Other,Tier-3,Premium,Tablet,Action,Gift Code,Skippable Ads,1,0,599,6,2.3186503690071474,69.56,0.13,0,0,3.2,0,Evening,2024-11-26,2025-05-31,0
U630043,32,Female,Metro,Standard,Set-top Box,Romance,Debit Card,No Ads,1,1,399,11,4.0930178002364155,122.79,0.19,0,0,2.2,0,Evening,2023-08-31,2024-07-31,0
U447627,42,Male,Metro,Standard,Laptop,Horror,Debit Card,No Ads,1,0,399,10,2.572210540447257,77.17,0.15,0,0,2.1,1,Evening,2023-03-05,2024-01-06,0
U784467,62,Male,South,Premium,Mobile,Comedy,Net Banking,Non-Skippable Ads,1,1,599,4,3.423296986747954,102.7,0.18,1,0,2.9,1,Afternoon,2022-12-16,2023-04-16,0
U461920,21,Male,Tier-3,Basic,Smart TV,Drama,Net Banking,Non-Skippable Ads,1,0,199,3,1.8717480243841884,56.15,0.06,1,0,3.2,0,Evening,2024-12-25,2025-03-25,0
U341363,23,Female,Metro,Standard,Mobile,Horror,Wallet,Skippable Ads,1,0,399,5,1.198853729994525,35.97,0.13,0,1,3.5,0,Evening,2023-07-06,2023-12-08,0
U673500,66,Other,Tier-2,Basic,Mobile,Sci-Fi,UPI,Skippable Ads,0,0,199,7,1.972405414287702,59.17,0.12,0,0,3.0,1,Evening,2024-11-14,2025-06-17,1
U728000,47,Female,East,Standard,Laptop,Sci-Fi,Credit Card,Skippable Ads,1,0,399,12,3.0177771590935176,90.53,0.21,0,1,3.9,0,Evening,2023-03-15,2024-03-10,0
U139437,56,Male,South,Standard,Mobile,Sci-Fi,Gift Code,Non-Skippable Ads,0,0,399,8,0.7035921366908404,21.11,0.06,0,0,4.4,0,Evening,2022-12-11,2023-08-31,1
U154417,63,Female,West,Premium,Set-top Box,Documentary,Credit Card,Skippable Ads,0,0,599,9,2.3279500847404924,69.84,0.12,1,1,2.7,2,Evening,2024-05-20,2025-03-01,0
U779800,36,Female,West,Standard,Mobile,Comedy,Debit Card,Non-Skippable Ads,1,1,399,3,0.8065044599085558,24.2,0.03,1,0,3.6,0,Morning,2023-01-08,2023-04-30,1
U249158,42,Female,Metro,Standard,Smart TV,Documentary,Gift Code,Non-Skippable Ads,0,0,399,8,2.5992626147313804,77.98,0.19,1,2,3.8,0,Evening,2023-11-01,2024-07-22,1
U264147,47,Female,South,Basic,Laptop,Thriller,Credit Card,Skippable Ads,0,0,199,2,2.682042927204125,80.46,0.15,0,0,3.8,1,Evening,2024-09-05,2024-11-16,0
U492415,32,Female,West,Premium,Mobile,Drama,Gift Code,No Ads,1,1,599,8,1.672518919629033,50.18,0.11,0,2,3.9,0,Late Night,2024-07-22,2025-04-15,0
U199300,43,Male,East,Premium,Mobile,Horror,UPI,No Ads,1,0,599,2,1.4590271963645038,43.77,0.01,0,1,2.7,1,Evening,2023-07-04,2023-09-02,1
U625407,48,Other,North,Premium,Mobile,Horror,Credit Card,No Ads,1,0,599,8,1.6625215709111718,49.88,0.11,0,0,2.2,0,Afternoon,2022-11-30,2023-08-01,0
U847775,25,Female,West,Basic,Tablet,Sci-Fi,Credit Card,No Ads,1,1,199,11,2.022790148359162,60.68,0.11,0,0,3.4,3,Late Night,2025-01-22,2025-12-28,0
U189368,62,Male,West,Standard,Laptop,Romance,UPI,No Ads,1,0,399,6,2.3692821691280304,71.08,0.23,0,0,3.3,0,Evening,2024-07-15,2025-01-26,0
U516071,18,Female,Tier-3,Basic,Mobile,Action,Debit Card,Skippable Ads,1,0,199,8,0.6715256469035813,20.15,0.03,1,0,4.5,1,Evening,2025-01-09,2025-09-12,1
U388204,18,Female,Tier-3,Premium,Smart TV,Romance,Gift Code,Non-Skippable Ads,1,1,599,2,1.5292205090165958,45.88,0.02,0,0,3.5,0,Afternoon,2023-03-05,2023-05-07,0
U988939,57,Female,Tier-2,Standard,Laptop,Comedy,Wallet,Non-Skippable Ads,1,0,399,5,1.729063666253433,51.87,0.1,0,0,3.6,0,Evening,2023-09-28,2024-03-18,0
U914069,65,Female,Tier-3,Premium,Mobile,Romance,Wallet,No Ads,0,0,599,5,2.4803132015162888,74.41,0.21,0,0,1.6,0,Evening,2022-10-07,2023-03-17,1
U755530,32,Female,South,Basic,Smart TV,Action,Wallet,Skippable Ads,1,0,199,7,2.6080057705470816,78.24,0.15,1,0,2.8,0,Evening,2022-09-08,2023-04-09,0
U333778,34,Male,North,Basic,Mobile,Comedy,Debit Card,No Ads,0,1,199,4,2.971958795955088,89.16,0.13,0,0,5.0,0,Afternoon,2024-09-12,2025-01-14,0
U439121,54,Male,East,Standard,Tablet,Drama,UPI,No Ads,1,0,399,7,2.3757966610454995,71.27,0.07,0,0,5.0,0,Evening,2023-03-14,2023-10-26,1
U163002,67,Female,West,Standard,Mobile,Horror,Wallet,No Ads,1,1,399,5,2.6852454626118956,80.56,0.13,0,0,1.7,0,Evening,2023-03-10,2023-08-07,0
U826375,48,Female,East,Basic,Smart TV,Drama,UPI,No Ads,1,1,199,11,3.998413593771084,119.95,0.2,0,0,3.8,2,Evening,2023-03-26,2024-03-16,1
U481893,16,Female,Metro,Standard,Smart TV,Drama,Debit Card,No Ads,1,0,399,2,1.4435853502728337,43.31,0.06,0,0,3.4,0,Evening,2023-10-17,2024-01-04,0
U866150,25,Male,Metro,Basic,Smart TV,Documentary,Credit Card,Skippable Ads,1,0,199,9,2.506795890984741,75.2,0.08,1,0,3.7,0,Late Night,2023-12-04,2024-09-03,0
U478053,22,Female,East,Basic,Smart TV,Sci-Fi,Gift Code,Skippable Ads,0,0,199,4,1.864025487756858,55.92,0.1,0,0,1.3,0,Late Night,2023-09-28,2024-01-27,1
U718891,19,Female,East,Standard,Smart TV,Horror,Gift Code,Skippable Ads,1,1,399,6,3.088371646430139,92.65,0.16,1,0,3.3,1,Morning,2024-01-04,2024-07-12,0
U818718,33,Other,South,Standard,Tablet,Horror,Gift Code,No Ads,1,0,399,3,2.3474887977418892,70.42,0.14,1,1,3.5,1,Afternoon,2024-09-06,2024-12-24,0
U290606,50,Female,Tier-2,Basic,Smart TV,Romance,Gift Code,Non-Skippable Ads,1,0,199,10,2.6562949668552878,79.69,0.08,1,0,3.6,0,Morning,2023-03-04,2024-01-19,0
U173968,30,Female,North,Standard,Mobile,Documentary,Debit Card,Skippable Ads,0,1,399,1,2.4259485977241337,72.78,0.11,1,3,5.0,0,Late Night,2025-01-06,2025-03-02,0
U111265,51,Male,South,Basic,Mobile,Comedy,Credit Card,No Ads,0,0,199,9,3.226530129389019,96.8,0.07,0,0,1.9,1,Evening,2023-01-01,2023-10-25,0
U988499,67,Male,West,Standard,Mobile,Documentary,Credit Card,No Ads,1,1,399,5,0.8086692923039713,24.26,0.04,2,1,3.7,0,Morning,2024-07-13,2024-12-27,0
U588660,63,Male,South,Basic,Laptop,Action,Net Banking,Skippable Ads,1,0,199,5,0.7509976491525252,22.53,0.05,0,0,4.8,0,Evening,2024-07-19,2024-12-25,1
U407485,44,Male,South,Premium,Tablet,Action,Debit Card,Skippable Ads,1,0,599,4,1.4380641027067478,43.14,0.1,0,0,2.4,1,Late Night,2023-09-14,2024-02-01,1
U324674,43,Male,West,Standard,Mobile,Horror,Credit Card,Skippable Ads,1,0,399,4,2.973288441622498,89.2,0.21,0,0,1.5,0,Evening,2024-09-14,2025-01-23,0
U436226,31,Female,East,Premium,Smart TV,Sci-Fi,Debit Card,Non-Skippable Ads,1,1,599,9,2.9654783694042632,88.96,0.1,0,0,3.4,0,Evening,2023-02-23,2023-12-16,1
U888362,41,Male,South,Premium,Laptop,Documentary,UPI,Non-Skippable Ads,1,1,599,1,2.64371555596656,79.31,0.2,0,1,3.0,0,Morning,2024-07-09,2024-08-20,0
U341794,63,Male,Metro,Premium,Smart TV,Comedy,Debit Card,Non-Skippable Ads,1,1,599,7,4.130478710926671,123.91,0.1,1,1,2.7,0,Afternoon,2024-03-12,2024-10-27,0
U158762,37,Male,North,Standard,Mobile,Comedy,Net Banking,Skippable Ads,1,0,399,6,2.0158992444671635,60.48,0.03,0,0,4.1,0,Evening,2022-12-22,2023-07-15,0
